Index 	 distance 	 confWeight 	 uniFreq 	 bkwdFreq 	 fwdFreq 	 Output 	 Predicted
26230 	0.666666666667 	0.499850612489 	8.95175006714e-05 	0.0 	0.0 	0.0 	 1.0
26613 	0.666666666667 	0.503137137735 	0.000895175006714 	0.0 	0.0 	0.0 	 1.0
26692 	0.333333333333 	0.354944726621 	0.156745143676 	0.0 	0.199014778325 	0.0 	 1.0
26748 	0.333333333333 	0.354944726621 	0.156745143676 	0.0 	0.0246305418719 	0.0 	 1.0
27211 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
27478 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
27550 	0.333333333333 	0.354944726621 	0.30265866977 	0.00379506641366 	0.181280788177 	0.0 	 1.0
28038 	0.333333333333 	1.0 	8.95175006714e-05 	0.0 	0.0 	0.0 	 1.0
28080 	0.666666666667 	0.500149387511 	0.0 	0.0 	0.0 	0.0 	 1.0
29600 	0.666666666667 	0.503137137735 	0.000895175006714 	0.0 	0.0 	0.0 	 1.0
29703 	0.666666666667 	0.503137137735 	0.000895175006714 	0.0 	0.0 	0.0 	 1.0
31063 	0.666666666667 	0.501942037646 	0.0 	0.0 	0.0 	0.0 	 1.0
31605 	1.0 	0.000298775022408 	0.193894906454 	0.0 	0.307389162562 	0.0 	 1.0
33141 	0.333333333333 	0.354944726621 	0.0 	0.0 	0.0 	0.0 	 1.0
33186 	0.666666666667 	0.502240812668 	8.95175006714e-05 	0.0 	0.0 	0.0 	 1.0
33399 	0.666666666667 	0.582013743651 	0.0 	0.0 	0.0 	0.0 	 1.0
33788 	0.666666666667 	0.502838362713 	0.0 	0.0 	0.0 	0.0 	 1.0
34509 	1.0 	0.00507917538094 	0.104377405783 	0.0 	0.136945812808 	0.0 	 1.0
34985 	0.666666666667 	0.502838362713 	0.0 	0.0 	0.0 	0.0 	 1.0
35923 	0.333333333333 	1.0 	0.000268552502014 	0.000632511068944 	0.000985221674877 	0.0 	 1.0
36230 	0.666666666667 	0.582013743651 	0.0 	0.0 	0.0 	0.0 	 1.0
36272 	0.333333333333 	1.0 	8.95175006714e-05 	0.0 	0.0 	0.0 	 1.0
36703 	0.333333333333 	0.424559306842 	0.000179035001343 	0.00126502213789 	0.00197044334975 	0.0 	 1.0
36714 	0.666666666667 	0.499850612489 	0.0 	0.000632511068944 	0.000985221674877 	0.0 	 1.0
36728 	0.333333333333 	0.365700627428 	0.00116372750873 	0.00189753320683 	0.00197044334975 	0.0 	 1.0
36843 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
36883 	0.333333333333 	1.0 	0.000179035001343 	0.0 	0.00295566502463 	0.0 	 1.0
36928 	0.333333333333 	0.365700627428 	0.00116372750873 	0.00189753320683 	0.000985221674877 	0.0 	 1.0
36953 	0.333333333333 	1.0 	0.0025064900188 	0.00632511068944 	0.00492610837438 	0.0 	 1.0
36981 	0.333333333333 	1.0 	0.0025064900188 	0.00632511068944 	0.00394088669951 	0.0 	 1.0
37911 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00886699507389 	0.0 	 1.0
37994 	0.666666666667 	0.500448162534 	8.95175006714e-05 	0.0 	0.0 	0.0 	 1.0
38299 	0.666666666667 	0.502240812668 	0.0 	0.0 	0.0 	0.0 	 1.0
38313 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00197044334975 	0.0 	 1.0
38415 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00886699507389 	0.0 	 1.0
38825 	0.666666666667 	0.582013743651 	0.0 	0.0 	0.0 	0.0 	 1.0
38983 	0.666666666667 	0.582013743651 	0.0 	0.0 	0.0 	0.0 	 1.0
39218 	0.333333333333 	0.354944726621 	8.95175006714e-05 	0.0 	0.000985221674877 	0.0 	 1.0
39295 	0.333333333333 	0.354944726621 	8.95175006714e-05 	0.0 	0.000985221674877 	0.0 	 1.0
39380 	0.333333333333 	0.354944726621 	8.95175006714e-05 	0.0 	0.000985221674877 	0.0 	 1.0
39598 	0.333333333333 	0.354944726621 	8.95175006714e-05 	0.0 	0.000985221674877 	0.0 	 1.0
39796 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00197044334975 	0.0 	 1.0
40890 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
41009 	0.666666666667 	0.501045712578 	0.00134276251007 	0.0 	0.0 	0.0 	 1.0
41855 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
42235 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00886699507389 	0.0 	 1.0
42403 	0.666666666667 	0.500448162534 	8.95175006714e-05 	0.0 	0.0 	0.0 	 1.0
42422 	0.666666666667 	0.500448162534 	8.95175006714e-05 	0.0 	0.0 	0.0 	 1.0
42557 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
42681 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00886699507389 	0.0 	 1.0
42899 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
43253 	0.333333333333 	0.354944726621 	0.30265866977 	0.00379506641366 	0.181280788177 	0.0 	 1.0
43552 	0.666666666667 	0.499850612489 	8.95175006714e-05 	0.0 	0.0 	0.0 	 1.0
43558 	0.666666666667 	0.500149387511 	0.0 	0.0 	0.0 	0.0 	 1.0
43703 	0.666666666667 	0.504332237825 	0.00107421000806 	0.0 	0.0 	0.0 	 1.0
43887 	0.333333333333 	0.354944726621 	0.156745143676 	0.0 	0.0 	0.0 	 1.0
44209 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
44396 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
44410 	0.666666666667 	0.504033462803 	0.0 	0.0 	0.0 	0.0 	 1.0
44422 	0.666666666667 	0.499850612489 	0.0 	0.0 	0.0 	0.0 	 1.0
44484 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00197044334975 	0.0 	 1.0
44721 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00886699507389 	0.0 	 1.0
44809 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00394088669951 	0.0 	 1.0
44843 	0.666666666667 	0.499850612489 	0.0 	0.0 	0.0 	0.0 	 1.0
44914 	0.666666666667 	0.499850612489 	0.0 	0.0 	0.0 	0.0 	 1.0
44971 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
45189 	0.333333333333 	0.354944726621 	0.156745143676 	0.0 	0.000985221674877 	0.0 	 1.0
45413 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
45867 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00394088669951 	0.0 	 1.0
46116 	0.666666666667 	0.501045712578 	0.00134276251007 	0.0 	0.0 	0.0 	 1.0
46150 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00886699507389 	0.0 	 1.0
46252 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00886699507389 	0.0 	 1.0
46373 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
46667 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
46859 	0.333333333333 	0.354944726621 	8.95175006714e-05 	0.0 	0.000985221674877 	0.0 	 1.0
46962 	0.333333333333 	0.354944726621 	8.95175006714e-05 	0.0 	0.000985221674877 	0.0 	 1.0
47008 	0.333333333333 	0.354944726621 	8.95175006714e-05 	0.0 	0.000985221674877 	0.0 	 1.0
47044 	0.333333333333 	0.354944726621 	8.95175006714e-05 	0.0 	0.000985221674877 	0.0 	 1.0
47157 	0.333333333333 	0.354944726621 	8.95175006714e-05 	0.0 	0.000985221674877 	0.0 	 1.0
47194 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
47220 	0.333333333333 	0.354944726621 	8.95175006714e-05 	0.0 	0.000985221674877 	0.0 	 1.0
47248 	0.333333333333 	0.354944726621 	0.00420732253155 	0.000632511068944 	0.0 	0.0 	 1.0
47274 	0.333333333333 	0.354944726621 	8.95175006714e-05 	0.0 	0.000985221674877 	0.0 	 1.0
48141 	0.666666666667 	0.501045712578 	0.00134276251007 	0.0 	0.000985221674877 	0.0 	 1.0
48159 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00394088669951 	0.0 	 1.0
48198 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
48288 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00886699507389 	0.0 	 1.0
48406 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00394088669951 	0.0 	 1.0
48620 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00394088669951 	0.0 	 1.0
48835 	0.666666666667 	0.500448162534 	8.95175006714e-05 	0.0 	0.0 	0.0 	 1.0
49298 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.000985221674877 	0.0 	 1.0
49516 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00197044334975 	0.0 	 1.0
49613 	0.333333333333 	0.365700627428 	0.00975740757318 	0.00189753320683 	0.0 	0.0 	 1.0
49697 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.000985221674877 	0.0 	 1.0
50038 	0.333333333333 	0.354944726621 	8.95175006714e-05 	0.0 	0.0 	0.0 	 1.0
50078 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00394088669951 	0.0 	 1.0
50359 	1.0 	0.013146100986 	0.193894906454 	0.00189753320683 	0.307389162562 	0.0 	 1.0
50391 	0.666666666667 	0.504332237825 	0.00107421000806 	0.0 	0.0 	0.0 	 1.0
50636 	0.333333333333 	0.354944726621 	8.95175006714e-05 	0.0 	0.0 	0.0 	 1.0
50768 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
50879 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.000985221674877 	0.0 	 1.0
50977 	0.666666666667 	0.504332237825 	0.00107421000806 	0.0 	0.0 	0.0 	 1.0
51218 	0.666666666667 	0.500149387511 	0.0 	0.0 	0.0 	0.0 	 1.0
51237 	0.333333333333 	0.354944726621 	0.156745143676 	0.0 	0.199014778325 	0.0 	 1.0
51348 	0.333333333333 	0.354944726621 	0.00420732253155 	0.000632511068944 	0.00886699507389 	0.0 	 1.0
51534 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
51671 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
52087 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00886699507389 	0.0 	 1.0
52487 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
52621 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
52927 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
53401 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.00886699507389 	0.0 	 1.0
53543 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
53836 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
54063 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
54988 	0.333333333333 	1.0 	8.95175006714e-05 	0.0 	0.0 	0.0 	 1.0
55022 	0.666666666667 	0.499850612489 	0.0 	0.0 	0.0 	0.0 	 1.0
55027 	0.666666666667 	0.504033462803 	0.0 	0.0 	0.0 	0.0 	 1.0
55039 	0.666666666667 	0.499850612489 	0.0 	0.0 	0.0 	0.0 	 1.0
55106 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
55363 	0.666666666667 	0.501942037646 	0.0 	0.0 	0.0 	0.0 	 1.0
56238 	0.666666666667 	0.501942037646 	0.0 	0.0 	0.0 	0.0 	 1.0
56442 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
56974 	0.333333333333 	0.00956080071706 	1.0 	0.0 	0.00591133004926 	0.0 	 1.0
57595 	0.666666666667 	0.500448162534 	8.95175006714e-05 	0.0 	0.0 	0.0 	 1.0
58524 	0.333333333333 	0.354944726621 	0.30265866977 	0.00379506641366 	0.00689655172414 	0.0 	 1.0
59297 	0.333333333333 	0.424559306842 	0.0012532450094 	0.0 	0.0128078817734 	0.0 	 1.0
60221 	0.666666666667 	0.503137137735 	0.000895175006714 	0.0 	0.0 	0.0 	 1.0
60711 	0.333333333333 	0.424559306842 	0.0012532450094 	0.0 	0.0128078817734 	0.0 	 1.0
60786 	0.666666666667 	0.519569763968 	0.0 	0.0 	0.0 	0.0 	 1.0
61630 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
61699 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
62429 	0.333333333333 	0.354944726621 	0.30265866977 	0.00379506641366 	0.181280788177 	0.0 	 1.0
62488 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
62815 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
63243 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
63315 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
63575 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
63650 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
63845 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
63896 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
64467 	0.333333333333 	0.354944726621 	0.00420732253155 	0.0 	0.0 	0.0 	 1.0
65031 	0.666666666667 	0.501045712578 	0.0 	0.0 	0.0 	0.0 	 1.0










54 	0.666666666667 	0.17747236331 	0.000805657506042 	0.000632511068944 	0.0 	1.0 	 0.0
113 	1.0 	0.000298775022408 	0.0 	0.0 	0.000985221674877 	1.0 	 0.0
131 	0.333333333333 	0.274275470571 	0.00277504252081 	0.00189753320683 	0.00197044334975 	1.0 	 0.0
197 	0.333333333333 	0.185240513893 	0.00456539253424 	0.000632511068944 	0.00197044334975 	1.0 	 0.0
223 	0.333333333333 	0.274275470571 	8.95175006714e-05 	0.00126502213789 	0.00197044334975 	1.0 	 0.0
312 	0.666666666667 	0.17747236331 	0.000805657506042 	0.0 	0.0 	1.0 	 0.0
337 	0.333333333333 	0.274275470571 	0.000716140005371 	0.00379506641366 	0.00295566502463 	1.0 	 0.0
341 	0.333333333333 	0.274275470571 	8.95175006714e-05 	0.00126502213789 	0.00197044334975 	1.0 	 0.0
343 	0.333333333333 	0.185240513893 	0.00456539253424 	0.00506008855155 	0.000985221674877 	1.0 	 0.0
391 	0.333333333333 	0.185240513893 	0.000805657506042 	0.00442757748261 	0.000985221674877 	1.0 	 0.0
412 	0.333333333333 	0.274275470571 	0.000716140005371 	0.00379506641366 	0.0 	1.0 	 0.0
459 	0.333333333333 	0.110546758291 	8.95175006714e-05 	0.00126502213789 	0.000985221674877 	1.0 	 0.0
512 	0.666666666667 	0.17747236331 	0.000805657506042 	0.0 	0.0 	1.0 	 0.0
572 	0.333333333333 	0.185240513893 	0.000984692507385 	0.00632511068944 	0.00591133004926 	1.0 	 0.0
577 	0.666666666667 	0.0110546758291 	0.00384925252887 	0.00316255534472 	0.0246305418719 	1.0 	 0.0
580 	0.666666666667 	0.182850313714 	0.00134276251007 	0.00442757748261 	0.0 	1.0 	 0.0
583 	0.333333333333 	0.274275470571 	0.0 	0.0 	0.000985221674877 	1.0 	 0.0
586 	0.333333333333 	0.071706005378 	0.00384925252887 	0.00126502213789 	0.0246305418719 	1.0 	 0.0
610 	0.333333333333 	0.185240513893 	0.000537105004028 	0.000632511068944 	0.00197044334975 	1.0 	 0.0
611 	0.333333333333 	0.071706005378 	0.00384925252887 	0.000632511068944 	0.0246305418719 	1.0 	 0.0
622 	0.333333333333 	0.071706005378 	0.00179035001343 	0.000632511068944 	0.000985221674877 	1.0 	 0.0
667 	0.333333333333 	0.051986853899 	0.00546056754095 	0.0 	0.0 	1.0 	 0.0
719 	0.333333333333 	0.274275470571 	0.000984692507385 	0.00442757748261 	0.000985221674877 	1.0 	 0.0
776 	1.0 	0.0516880788766 	0.00259600751947 	0.000632511068944 	0.00394088669951 	1.0 	 0.0
777 	0.333333333333 	0.185240513893 	0.00134276251007 	0.00316255534472 	0.000985221674877 	1.0 	 0.0
789 	0.333333333333 	0.071706005378 	0.000537105004028 	0.000632511068944 	0.000985221674877 	1.0 	 0.0
802 	0.333333333333 	0.071706005378 	0.000537105004028 	0.000632511068944 	0.000985221674877 	1.0 	 0.0
852 	0.666666666667 	0.000597550044816 	0.0 	0.000632511068944 	0.000985221674877 	1.0 	 0.0
858 	0.333333333333 	0.185240513893 	0.0 	0.000632511068944 	0.000985221674877 	1.0 	 0.0
879 	1.0 	0.173887063042 	0.000447587503357 	0.000632511068944 	0.00295566502463 	1.0 	 0.0
